title,category,date_text,date_start,date_end,comune,region,region_slug,area,area_slug,url,description,indirizzo,prezzo,lat,lon
"SagrafavoritePorziuncola, Sagra dei Fusilli e del Formaggio Pecorino",,31 luglio - 3 agosto 2026,2026-07-31,2026-08-03,Ceppaloni,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/porziuncola-sagra-dei-fusilli-e-del-formaggio-pecorino,,,,,
SagrafavoriteSagra degli antichi sapori puglianesi,,31 luglio - 4 agosto 2026,2026-07-31,2026-08-04,Montecorvino Pugliano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-degli-antichi-sapori-puglianesi,,,,,
SagrafavoriteSagra della patata banzanese,,31 luglio - 3 agosto 2026,2026-07-31,2026-08-03,Banzano di Montoro,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-patata-banzanese,,,,,
SagrafavoriteFesta della mozzarella,,1 agosto - 3 agosto 2026,2026-08-01,2026-08-03,Cancello e Arnone,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-della-mozzarella,,,,,
SagrafavoriteSagra dello Gnocco,,6 agosto - 9 agosto 2026,2026-08-06,2026-08-09,Taurano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-dello-gnocco-moxezn47,,,,,
SagrafavoriteSagra del caciocavallo impiccato e del Pittulone,,8 agosto - 10 agosto 2026,2026-08-08,2026-08-10,Serino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-caciocavallo-impiccato-e-del-pittulone,,,,,
SagrafavoriteSagra della paccozza,,8 agosto - 9 agosto 2026,2026-08-08,2026-08-09,Pesco Sannita,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-paccozza,,,,,
SagrafavoriteSagra sansilvestre,,8 agosto - 10 agosto 2026,2026-08-08,2026-08-10,Sant'Agata de' Goti,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-sansilvestre,,,,,
SagrafavoriteSagra delle orecchiette,,9 agosto 2026,2026-08-09,2026-08-09,Savignano Irpino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-delle-orecchiette,,,,,
SagrafavoriteSagra del fusillo al ferretto,,11 agosto - 15 agosto 2026,2026-08-11,2026-08-15,Castelpoto,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-fusillo-al-ferretto,,,,,
SagrafavoriteSagra della maccaronara,,12 agosto - 13 agosto 2026,2026-08-12,2026-08-13,Castelvetere sul Calore,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-maccaronara,,,,,
SagrafavoriteSagra de lo Ciammarruchiello,,13 agosto - 14 agosto 2026,2026-08-13,2026-08-14,Buonalbergo,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-de-lo-ciammarruchiello,,,,,
SagrafavoriteSagra del pomodorino datterino,,16 agosto 2026,2026-08-16,2026-08-16,San Bartolomeo in Galdo,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-pomodorino-datterino,,,,,
SagrafavoriteSagra dell'ammugliatello,,16 agosto - 18 agosto 2026,2026-08-16,2026-08-18,Ponte,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-dell-ammugliatello,,,,,
SagrafavoriteGustarte,,20 agosto - 23 agosto 2026,2026-08-20,2026-08-23,Durazzano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/gustarte,,,,,
SagrafavoriteSagra della Trippa,,20 agosto - 24 agosto 2026,2026-08-20,2026-08-24,Molinara,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-trippa,,,,,
SagrafavoriteSagra della patata,,21 agosto - 23 agosto 2026,2026-08-21,2026-08-23,San Michele di Serino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-patata-mphn2o69,,,,,
SagrafavoriteSagra delle carni spoletine e frittella,,22 agosto - 31 agosto 2026,2026-08-22,2026-08-31,Baiano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-delle-carni-spoletine-e-frittella,,,,,
SagrafavoriteFesta dello struppolo,,5 settembre - 7 settembre 2026,2026-09-05,2026-09-07,San Salvatore Telesino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-dello-struppolo,,,,,
RievocazionefavoriteFesta del grano,,11 settembre - 13 settembre 2026,2026-09-11,2026-09-13,Faicchio,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-del-grano,,,,,
SagrafavoriteFesta della Nocciola,,12 settembre - 14 settembre 2026,2026-09-12,2026-09-14,Baiano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-della-nocciola,,,,,
SagrafavoriteFesta dell’uva,,12 settembre - 20 settembre 2026,2026-09-12,2026-09-20,Solopaca,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-dell-uva-mqbextjn,,,,,
SagrafavoriteSagra del Fagiolo Quarantino,,12 settembre - 14 settembre 2026,2026-09-12,2026-09-14,Volturara Irpina,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-fagiolo-quarantino,,,,,
SagrafavoriteSagra del maialetto,,12 settembre - 14 settembre 2026,2026-09-12,2026-09-14,Apollosa,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-maialetto,,,,,
SagrafavoriteLa patata di montagna Taburno experience,,13 settembre - 14 settembre 2026,2026-09-13,2026-09-14,Cautano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/la-patata-di-montagna-taburno-experience,,,,,
Street FoodfavoriteSagra del Cuzzetiello,,20 settembre - 21 settembre 2026,2026-09-20,2026-09-21,Domicella,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-cuzzetiello,,,,,
SagrafavoriteLa macenata,,26 settembre - 4 ottobre 2026,2026-09-26,2026-10-04,Paternopoli,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/la-macenata,,,,,
SagrafavoriteSagra del Fagiolo,,3 ottobre - 4 ottobre 2026,2026-10-03,2026-10-04,Campoli del Monte Taburno,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-fagiolo,,,,,
SagrafavoriteSagra della Castagna,,3 ottobre - 5 ottobre 2026,2026-10-03,2026-10-05,Salza Irpina,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-mqljoktk,,,,,
SagrafavoriteSagra del cinghiale e della castagna,,10 ottobre - 12 ottobre 2026,2026-10-10,2026-10-12,San Potito Ultra,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-cinghiale-e-della-castagna,,,,,
SagrafavoriteSagra della castagna di Serino IGP,,10 ottobre - 12 ottobre 2026,2026-10-10,2026-10-12,Serino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-di-serino-igp,,,,,
SagrafavoriteSagra della Castagna,,11 ottobre - 12 ottobre 2026,2026-10-11,2026-10-12,Cassano Irpino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-mqpoy42v,,,,,
SagrafavoriteIl nero di Bagnoli,,17 ottobre - 19 ottobre 2026,2026-10-17,2026-10-19,Bagnoli Irpino,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/il-nero-di-bagnoli,,,,,
SagrafavoriteSagra della Castagna,,18 ottobre - 19 ottobre 2026,2026-10-18,2026-10-19,Summonte,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-mqljojil,,,,,
SagrafavoriteSagra della Castagna,,24 ottobre - 26 ottobre 2026,2026-10-24,2026-10-26,Sorbo Serpico,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-mqpoy5b7,,,,,
SagrafavoriteSagra della Castagna del Partenio,,24 ottobre - 26 ottobre 2026,2026-10-24,2026-10-26,Cervinara,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-del-partenio,,,,,
SagrafavoriteFesta della castagna di Montella IGP,,31 ottobre - 9 novembre 2026,2026-10-31,2026-11-09,Montella,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-della-castagna-di-montella-igp,,,,,
SagrafavoriteSagra della castagna e del pecorino vitulanese,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,Vitulano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-della-castagna-e-del-pecorino-vitulanese,,,,,
SagrafavoriteSan Martino Castagne e Vino,,7 novembre - 9 novembre 2026,2026-11-07,2026-11-09,Giffoni Sei Casali,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/san-martino-castagne-e-vino,,,,,
SagrafavoriteSagra del Cicatiello,,8 novembre - 11 novembre 2026,2026-11-08,2026-11-11,San Martino Valle Caudina,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-cicatiello,,,,,
SagrafavoriteLa sagra delle sagre,,14 novembre - 16 novembre 2026,2026-11-14,2026-11-16,Sant'Angelo dei Lombardi,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/la-sagra-delle-sagre,,,,,
SagrafavoriteNatale piccirill,,14 novembre - 15 novembre 2026,2026-11-14,2026-11-15,Sirignano,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/natale-piccirill,,,,,
SagrafavoriteFesta del Torrone e del Croccantino,,5 dicembre - 8 dicembre 2026,2026-12-05,2026-12-08,San Marco dei Cavoti,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/festa-del-torrone-e-del-croccantino,,,,,
SagrafavoriteSagra del tartufo,,5 dicembre - 7 dicembre 2026,2026-12-05,2026-12-07,Cervinara,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/sagra-del-tartufo-cervinara,,,,,
SagrafavoriteDisfida del Soffritto di Maiale,,15 marzo 2027,2027-03-15,2027-03-15,Taurasi,Campania,campania,Irpinia,irpinia,https://sagr.it/campania/irpinia/eventi/disfida-del-soffritto-di-maiale,,,,,
Evento culturalefavoriteMostra della Minerva Salerno,,17 aprile - 19 aprile 2026,2026-04-17,2026-04-19,Salerno,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/mostra-della-minerva-salerno,,,,,
SagrafavoriteCampania terra mater - Sagra dei sapori locali,,1 maggio - 2 maggio 2026,2026-05-01,2026-05-02,Procida,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/campania-terra-mater-sagra-dei-sapori-locali,,,,,
SagrafavoriteSagra del Catanazzo,,22 maggio - 24 maggio 2026,2026-05-22,2026-05-24,Salerno,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-del-catanazzo,,,,,
FierafavoriteTutto Pizza Expo,,25 maggio - 27 maggio 2026,2026-05-25,2026-05-27,Napoli,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/tutto-pizza-expo,,,,,
SagrafavoritePortici Pizza Park,,28 maggio - 3 giugno 2026,2026-05-28,2026-06-03,Portici,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/portici-pizza-park,,,,,
SagrafavoriteFestival del panuozzo,,31 maggio - 2 giugno 2026,2026-05-31,2026-06-02,Gragnano,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/festival-del-panuozzo,,,,,
SagrafavoriteNormanni Wine&Food Fest,,5 giugno - 7 giugno 2026,2026-06-05,2026-06-07,Aversa,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/normanni-wine-food-fest,,,,,
SagrafavoriteSagra di Liberi,,6 giugno - 6 settembre 2026,2026-06-06,2026-09-06,Liberi,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-di-liberi,,,,,
SagrafavoriteSagra del Casatiello,,12 giugno - 14 giugno 2026,2026-06-12,2026-06-14,Sant'Arpino,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-del-casatiello,,,,,
SagrafavoriteFesta della Ciliegia,,13 giugno - 14 giugno 2026,2026-06-13,2026-06-14,Roccarainola,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/festa-della-ciliegia-mq9i9tyf,,,,,
SagrafavoriteSagra della Pasta e Fagioli - Roccaromana,,13 giugno - 14 giugno 2026,2026-06-13,2026-06-14,Roccaromana,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-della-pasta-e-fagioli-roccaromana,,,,,
SagrafavoriteSagra della pasta e fagioli,,13 giugno - 14 giugno 2026,2026-06-13,2026-06-14,Santa Croce,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-della-pasta-e-fagioli,,,,,
SagrafavoriteSalone della Dieta Mediterranea,,13 giugno 2026,2026-06-13,2026-06-13,Napoli,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/salone-della-dieta-mediterranea,,,,,
SagrafavoriteFesta a Vico,,14 giugno - 17 giugno 2026,2026-06-14,2026-06-17,Vico,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/festa-a-vico,,,,,
SagrafavoriteSagra del Casatiello,,14 giugno 2026,2026-06-14,2026-06-14,Napoli,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/sagra-del-casatiello-mphpga5t,,,,,
SagrafavoriteFestival della Pizza,,19 giugno - 21 giugno 2026,2026-06-19,2026-06-21,Pignataro Maggiore,Campania,campania,Napoli e Dintorni,napoli-e-dintorni,https://sagr.it/campania/napoli-e-dintorni/eventi/festival-della-pizza,,,,,
