title,category,date_text,date_start,date_end,comune,region,region_slug,area,area_slug,url,description,indirizzo,prezzo,lat,lon
SagrafavoriteDu Pici Sotto Le stelle,,12 giugno - 14 giugno 2026,2026-06-12,2026-06-14,Chianciano Terme,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/du-pici-sotto-le-stelle,,,,,
SagrafavoriteSagra del Ciaffagnone,,12 giugno - 14 giugno 2026,2026-06-12,2026-06-14,San Casciano dei Bagni,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-ciaffagnone,,,,,
SagrafavoriteSagra del Galletto,,12 giugno - 21 giugno 2026,2026-06-12,2026-06-21,Sinalunga,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-galletto,,,,,
SagrafavoriteSagra della Pastasciutta,,12 giugno - 21 giugno 2026,2026-06-12,2026-06-21,Siena,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-pastasciutta,,,,,
SagrafavoriteValzer delle Tagliatelle al Cinghiale,,12 giugno - 14 giugno 2026,2026-06-12,2026-06-14,Monticiano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/valzer-delle-tagliatelle-al-cinghiale,,,,,
RievocazionefavoriteFesta del Barbarossa,,17 giugno - 21 giugno 2026,2026-06-17,2026-06-21,San Quirico d'Orcia,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-del-barbarossa,,,,,
SagrafavoriteSagra del Bico,,26 giugno - 5 luglio 2026,2026-06-26,2026-07-05,Cetona,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-bico-mqxvgj9i,,,,,
SagrafavoriteSagra del Fritto,,27 giugno - 5 luglio 2026,2026-06-27,2026-07-05,Monteroni d'Arbia,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-fritto,,,,,
RievocazionefavoritePalio di Siena,,2 luglio - 16 agosto 2026,2026-07-02,2026-08-16,Siena,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/palio-di-siena,,,,,
SagrafavoriteFesta dei Pici e dei Lumacci,,2 luglio - 5 luglio 2026,2026-07-02,2026-07-05,Piancastagnaio,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-dei-pici-e-dei-lumacci,,,,,
SagrafavoriteFesta alla Madonna del Cerro,,3 luglio - 12 luglio 2026,2026-07-03,2026-07-12,Montepulciano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-alla-madonna-del-cerro,,,,,
SagrafavoriteSagra del Fritto Misto,,10 luglio - 19 luglio 2026,2026-07-10,2026-07-19,Casole d'Elsa,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-fritto-misto,,,,,
SagrafavoriteFesta del Cialdone,,16 luglio - 19 luglio 2026,2026-07-16,2026-07-19,Piancastagnaio,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-del-cialdone,,,,,
SagrafavoriteSagra della Ribollita,,17 luglio - 19 luglio 2026,2026-07-17,2026-07-19,Loro Ciuffenna,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-ribollita,,,,,
RievocazionefavoritePalio di San Valentino,,19 luglio 2026,2026-07-19,2026-07-19,Bientina,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/palio-di-san-valentino,,,,,
FestivalfavoriteJazz & Wine in Montalcino,,20 luglio - 26 luglio 2026,2026-07-20,2026-07-26,Montalcino,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/jazz-wine-in-montalcino,,,,,
SagrafavoriteFesta del tortello alla lastra,,12 agosto - 14 agosto 2026,2026-08-12,2026-08-14,Corezzo,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-del-tortello-alla-lastra,,,,,
SagrafavoriteLa Sagra del Raviolo,,13 agosto - 17 agosto 2026,2026-08-13,2026-08-17,Contignano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/la-sagra-del-raviolo,,,,,
SagrafavoriteSagra della cinta senese brada,,21 agosto - 24 agosto 2026,2026-08-21,2026-08-24,San Casciano dei Bagni,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-cinta-senese-brada,,,,,
RievocazionefavoriteBravìo delle Botti,,30 agosto 2026,2026-08-30,2026-08-30,Montepulciano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/bravio-delle-botti,,,,,
SagrafavoriteFiera del cacio,,1 settembre - 7 settembre 2026,2026-09-01,2026-09-07,Pienza,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/fiera-del-cacio,,,,,
SagrafavoriteSagra della Porchetta,,9 settembre - 13 settembre 2026,2026-09-09,2026-09-13,Monte San Savino,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-porchetta,,,,,
"SagrafavoriteSagra della polenta, funghi porcini e cinghiale",,13 settembre - 21 settembre 2026,2026-09-13,2026-09-21,Poggio alla Malva,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-polenta-funghi-porcini-e-cinghiale,,,,,
SagrafavoriteSagra Della Nana,,18 settembre - 28 settembre 2026,2026-09-18,2026-09-28,Montagnano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-della-nana,,,,,
SagrafavoriteSagra dell’ocio,,20 settembre - 29 settembre 2026,2026-09-20,2026-09-29,Montepulciano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-dell-ocio,,,,,
Festa patronalefavoritePalio del Papero,,26 settembre - 27 settembre 2026,2026-09-26,2026-09-27,Balconevisi,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/palio-del-papero,,,,,
SagrafavoriteSagra del fungo e della castagna,,12 ottobre - 19 ottobre 2026,2026-10-12,2026-10-19,Vivo d'Orcia,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-fungo-e-della-castagna,,,,,
SagrafavoriteSagra del tartufo bianco delle Colline Sanminiatesi,,24 ottobre - 26 ottobre 2026,2026-10-24,2026-10-26,Ponte a Egola,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/sagra-del-tartufo-bianco-delle-colline-sanminiatesi,,,,,
SagrafavoriteVolterragusto,,24 ottobre - 1 novembre 2026,2026-10-24,2026-11-01,Volterra,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/volterragusto,,,,,
SagrafavoriteI centogusti dell’appennino,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,Anghiari,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/i-centogusti-dell-appennino,,,,,
SagrafavoriteFesta dell’olio,,9 novembre 2026,2026-11-09,2026-11-09,San Quirico d'Orcia,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-dell-olio,,,,,
SagrafavoriteFesta della castagna,,30 novembre 2026,2026-11-30,2026-11-30,Carda,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/festa-della-castagna-mqljomu3,,,,,
SagrafavoriteAnteprima del Vino nobile di Montepulciano,,22 febbraio - 23 febbraio 2027,2027-02-22,2027-02-23,Montepulciano,Toscana,toscana,Val d Orcia,val-d-orcia,https://sagr.it/toscana/val-d-orcia/eventi/anteprima-del-vino-nobile-di-montepulciano,,,,,
SagrafavoriteDiVinNosiola,,27 marzo - 10 aprile 2026,2026-03-27,2026-04-10,Valle dei Laghi,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/divinnosiola,,,,,
"SagrafavoriteDiVinNosiola, quando il vino si fa santo",,28 marzo - 10 aprile 2026,2026-03-28,2026-04-10,Arco,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/divinnosiola-quando-il-vino-si-fa-santo,,,,,
SagrafavoriteFestival dell'Asparago Bianco,,11 aprile - 3 maggio 2026,2026-04-11,2026-05-03,Zambana,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festival-dell-asparago-bianco,,,,,
EventofavoriteORTOidea Perigine Valsugana,,24 aprile 2026,2026-04-24,2026-04-24,Pergine Valsugana,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/ortoidea-perigine-valsugana,,,,,
SagrafavoriteZicoria FestiVal di Sole,,24 aprile - 3 maggio 2026,2026-04-24,2026-05-03,Val di Rabbi,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/zicoria-festival-di-sole,,,,,
SagrafavoriteVinaltum,,17 maggio - 18 maggio 2026,2026-05-17,2026-05-18,Trento,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/vinaltum,,,,,
RievocazionefavoritePalio delle Contrade di Arco,,22 maggio - 6 giugno 2026,2026-05-22,2026-06-06,Arco,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/palio-delle-contrade-di-arco,,,,,
RievocazionefavoriteCavalcata Oswald von Wolkenstein,,29 maggio - 31 maggio 2026,2026-05-29,2026-05-31,Castelrotto,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/cavalcata-oswald-von-wolkenstein,,,,,
Evento culturalefavoriteL&rsquo;Altramontagna,Festival,4 giugno - 7 giugno 2026,2026-06-04,2026-06-07,Rovereto,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/l-altramontagna-festival,,,,,
Street FoodfavoriteCalceranica Lake Street Food,,4 giugno - 7 giugno 2026,2026-06-04,2026-06-07,Calceranica al Lago,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/calceranica-lake-street-food,,,,,
Evento culturalefavoritePergine Comics,,12 giugno - 14 giugno 2026,2026-06-12,2026-06-14,Pergine Valsugana,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/pergine-comics,,,,,
FestivalfavoriteTrentino Music,Festival,15 giugno - 1 agosto 2026,2026-06-15,2026-08-01,Primiero,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/trentino-music-festival,,,,,
Festa patronalefavoriteNaf'n Festa,,19 giugno - 21 giugno 2026,2026-06-19,2026-06-21,Nave San Rocco,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/naf-n-festa,,,,,
FestivalfavoriteTrento Summer,Festival,27 giugno - 2 luglio 2026,2026-06-27,2026-07-02,Trento,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/trento-summer-festival,,,,,
SagrafavoriteRassegna Müller Thurgau,,2 luglio - 5 luglio 2026,2026-07-02,2026-07-05,Cembra,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/rassegna-muller-thurgau,,,,,
RievocazionefavoriteAla Città di Velluto,,3 luglio - 5 luglio 2026,2026-07-03,2026-07-05,Ala,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/ala-citta-di-velluto,,,,,
SagrafavoriteRassegna Müller Thurgau – Vino di Montagna,,4 luglio - 6 luglio 2026,2026-07-04,2026-07-06,Cembra Lisignago,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/rassegna-muller-thurgau-vino-di-montagna,,,,,
SagrafavoriteLa Bira te Fascia,,17 luglio - 19 luglio 2026,2026-07-17,2026-07-19,Campitello di Fassa,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/la-bira-te-fascia,,,,,
SagrafavoriteViticoltura Eroica Val di Non,,25 luglio - 26 luglio 2026,2026-07-25,2026-07-26,Revò,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/viticoltura-eroica-val-di-non,,,,,
SagrafavoriteCalici di Stelle Bolzano,,7 agosto 2026,2026-08-07,2026-08-07,Bolzano,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/calici-di-stelle-bolzano,,,,,
SagrafavoriteSagra del tajarin cun l'oca,,14 agosto - 17 agosto 2026,2026-08-14,2026-08-17,San Candido,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/sagra-del-tajarin-cun-l-oca,,,,,
SagrafavoriteFesta del canederlo,,6 settembre - 7 settembre 2026,2026-09-06,2026-09-07,Imer,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festa-del-canederlo,,,,,
SagrafavoriteGiornata del graukäse,,6 settembre - 14 settembre 2026,2026-09-06,2026-09-14,Valle Aurina,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/giornata-del-graukase,,,,,
SagrafavoriteSagra dei canederli,,14 settembre 2026,2026-09-14,2026-09-14,Vipiteno,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/sagra-dei-canederli,,,,,
SagrafavoriteFestival del puzzone di Moena,,19 settembre - 21 settembre 2026,2026-09-19,2026-09-21,Moena,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festival-del-puzzone-di-moena,,,,,
SagrafavoriteMostra regionale della mela,,26 settembre - 5 ottobre 2026,2026-09-26,2026-10-05,Pantianicco,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/mostra-regionale-della-mela,,,,,
SagrafavoriteFesta dello speck Alto Adige,,27 settembre - 28 settembre 2026,2026-09-27,2026-09-28,Brunico,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festa-dello-speck-alto-adige,,,,,
SagrafavoriteSagra della patata,,27 settembre - 28 settembre 2026,2026-09-27,2026-09-28,Villabassa,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/sagra-della-patata-mqbexoht,,,,,
SagrafavoriteFesta del Radicchio di Bieno,,5 ottobre 2026,2026-10-05,2026-10-05,Bieno,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festa-del-radicchio-di-bieno,,,,,
SagrafavoritePomaria festa della mela DOP,,11 ottobre - 12 ottobre 2026,2026-10-11,2026-10-12,Denno,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/pomaria-festa-della-mela-dop,,,,,
SagrafavoriteFesta del marrone,,18 ottobre - 19 ottobre 2026,2026-10-18,2026-10-19,Castione,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festa-del-marrone,,,,,
SagrafavoriteFrantoi aperti,,18 ottobre - 16 novembre 2026,2026-10-18,2026-11-16,Riva del Garda,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/frantoi-aperti,,,,,
SagrafavoriteSimposio top wine 2950,,18 ottobre 2026,2026-10-18,2026-10-18,Canazei,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/simposio-top-wine-2950,,,,,
SagrafavoriteKeschtnriggl festa della castagna,,19 ottobre - 2 novembre 2026,2026-10-19,2026-11-02,Foiana,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/keschtnriggl-festa-della-castagna,,,,,
SagrafavoriteFormai dal mont,,25 ottobre - 26 ottobre 2026,2026-10-25,2026-10-26,Tassullo,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/formai-dal-mont,,,,,
SagrafavoriteSagra della Ciuìga,,31 ottobre - 2 novembre 2026,2026-10-31,2026-11-02,San Lorenzo Dorsino,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/sagra-della-ciuiga,,,,,
RievocazionefavoriteMatrimonio contadino,,18 gennaio 2027,2027-01-18,2027-01-18,Castelrotto,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/matrimonio-contadino,,,,,
SagrafavoriteFesta del Broccolo di Torbole,,18 gennaio 2027,2027-01-18,2027-01-18,Torbole,Trentino-Alto Adige,trentino-alto-adige,Trentino,trentino,https://sagr.it/trentino-alto-adige/trentino/eventi/festa-del-broccolo-di-torbole,,,,,
FestivalfavoriteVisioninmusica Terni,,23 gennaio - 14 maggio 2026,2026-01-23,2026-05-14,Terni,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/visioninmusica-terni,,,,,
RievocazionefavoriteUmbria Antica,Festival,27 marzo - 29 marzo 2026,2026-03-27,2026-03-29,Todi,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/umbria-antica-festival,,,,,
SagrafavoriteDiamante Nero,,10 aprile - 12 aprile 2026,2026-04-10,2026-04-12,Scheggino,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/diamante-nero,,,,,
RievocazionefavoriteCorsa all'anello,,23 aprile - 10 maggio 2026,2026-04-23,2026-05-10,Narni,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/corsa-all-anello,,,,,
"SagrafavoriteSagra della chianina e del ""suino Umbria""",,24 aprile - 26 aprile 2026,2026-04-24,2026-04-26,Montecastrilli,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-chianina-e-del-suino-umbria,,,,,
Evento culturalefavoriteFesta di primavera,,8 maggio - 17 maggio 2026,2026-05-08,2026-05-17,Casteltodino,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/festa-di-primavera,,,,,
SagrafavoriteLa Taverna del Curato,,23 maggio - 1 giugno 2026,2026-05-23,2026-06-01,Montecastrilli,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/la-taverna-del-curato,,,,,
RievocazionefavoriteOcriculum AD 168,,29 maggio - 31 maggio 2026,2026-05-29,2026-05-31,Otricoli,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/ocriculum-ad-168,,,,,
SagrafavoriteSagra dell'Acciaccata,,29 maggio - 7 giugno 2026,2026-05-29,2026-06-07,Amelia,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-dell-acciaccata-mp8uzew9,,,,,
SagrafavoriteSagra delle Manfregole,,4 giugno - 14 giugno 2026,2026-06-04,2026-06-14,Fabro,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-delle-manfregole,,,,,
RievocazionefavoriteLa Festa del Rinascimento,,6 giugno - 21 giugno 2026,2026-06-06,2026-06-21,Acquasparta,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/la-festa-del-rinascimento,,,,,
SagrafavoriteSismano in Festa,,11 giugno - 20 giugno 2026,2026-06-11,2026-06-20,Avigliano Umbro,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sismano-in-festa,,,,,
SagrafavoriteSagra del Porchetto di Narni,,12 giugno - 21 giugno 2026,2026-06-12,2026-06-21,Narni,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-del-porchetto-di-narni,,,,,
SagrafavoriteSagra del porchetto di San Liberato,,12 giugno - 21 giugno 2026,2026-06-12,2026-06-21,Narni Scalo,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-del-porchetto-di-san-liberato,,,,,
SagrafavoriteFior di cacio,,13 giugno - 14 giugno 2026,2026-06-13,2026-06-14,Vallo di Nera,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/fior-di-cacio,,,,,
SagrafavoriteSagra degli Gnocchi Monteleone d'Orvieto,,15 giugno - 21 giugno 2026,2026-06-15,2026-06-21,Monteleone d'Orvieto,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-degli-gnocchi-monteleone-d-orvieto,,,,,
SagrafavoriteBorgo in Festa,,25 giugno - 28 giugno 2026,2026-06-25,2026-06-28,Porano,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/borgo-in-festa,,,,,
SagrafavoriteFestival degli Arrosticini,,25 giugno - 28 giugno 2026,2026-06-25,2026-06-28,Montefranco,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/festival-degli-arrosticini,,,,,
SagrafavoriteFesta di Casteltodino,,26 giugno - 5 luglio 2026,2026-06-26,2026-07-05,Montecastrilli,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/festa-di-casteltodino,,,,,
SagrafavoriteSagra del fiore di zucca,,26 giugno - 5 luglio 2026,2026-06-26,2026-07-05,Nera Montoro,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-del-fiore-di-zucca,,,,,
SagrafavoriteSagra della Pappardella Finocchietana,,2 luglio - 12 luglio 2026,2026-07-02,2026-07-12,Stroncone,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-pappardella-finocchietana,,,,,
SagrafavoriteSagra degli Gnocchi a San Liberato,,3 luglio - 12 luglio 2026,2026-07-03,2026-07-12,Narni,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-degli-gnocchi-a-san-liberato,,,,,
SagrafavoriteSagra della Fregnaccia e delle Erbe Spontanee,,3 luglio - 12 luglio 2026,2026-07-03,2026-07-12,Amelia,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-fregnaccia-e-delle-erbe-spontanee,,,,,
SagrafavoriteSagra della fregnaccia montacampese,,3 luglio - 12 luglio 2026,2026-07-03,2026-07-12,Montecampano,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-fregnaccia-montacampese,,,,,
SagrafavoriteSagra della Pappardella,,4 luglio - 13 luglio 2026,2026-07-04,2026-07-13,Finocchieto,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-pappardella,,,,,
Street FoodfavoriteNotte Bianca - Le Rocche Sbroccano,,11 luglio 2026,2026-07-11,2026-07-11,Ferentillo,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/notte-bianca-le-rocche-sbroccano,,,,,
SagrafavoriteSagra del frittello e dei prodotti tipici,,16 luglio - 20 luglio 2026,2026-07-16,2026-07-20,Montoro,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-del-frittello-e-dei-prodotti-tipici,,,,,
SagrafavoriteSagra dell'Umbrichello,,16 luglio - 19 luglio 2026,2026-07-16,2026-07-19,Orvieto,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-dell-umbrichello,,,,,
SagrafavoriteSagra degli Arrosticini,,17 luglio - 26 luglio 2026,2026-07-17,2026-07-26,Guardea,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-degli-arrosticini-moor2ewm,,,,,
SagrafavoriteSagra degli Arrosticini Guardea,,17 luglio - 26 luglio 2026,2026-07-17,2026-07-26,Guardea,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-degli-arrosticini-guardea,,,,,
"SagrafavoriteSagra della fava cottora dell'Amerino, della polenta alla carbonara e del cinghiale al colcellse",,17 luglio - 26 luglio 2026,2026-07-17,2026-07-26,Collicello,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-della-fava-cottora-dell-amerino-della-polenta-alla-carbonara-e-del-cinghiale-al-colcellse,,,,,
RievocazionefavoritePalio dei Colombi,,18 luglio - 9 agosto 2026,2026-07-18,2026-08-09,Amelia,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/palio-dei-colombi,,,,,
SagrafavoriteSagra De u Cecu Maritu,,24 luglio - 2 agosto 2026,2026-07-24,2026-08-02,Stroncone,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-de-u-cecu-maritu,,,,,
SagrafavoritePenne e Pinne,,27 luglio - 2 agosto 2026,2026-07-27,2026-08-02,Montegabbione,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/penne-e-pinne,,,,,
SagrafavoriteSagra degli Gnocchi Guardea,,31 luglio - 10 agosto 2026,2026-07-31,2026-08-10,Guardea,Umbria,umbria,Orvieto e Terni,orvieto-e-terni,https://sagr.it/umbria/orvieto-e-terni/eventi/sagra-degli-gnocchi-guardea,,,,,
